city,timestamp,temperature,season
New York,2010-01-01,3.6865231048083213,winter
New York,2010-01-02,0.34925188110096805,winter
New York,2010-01-03,-0.35839994252711443,winter
New York,2010-01-04,-2.8918223488537493,winter
New York,2010-01-05,4.491323496327324,winter
New York,2010-01-06,3.6062143528242094,winter
New York,2010-01-07,-1.4879472242232297,winter
New York,2010-01-08,3.6635990062729498,winter
New York,2010-01-09,6.467079668311428,winter
New York,2010-01-10,-3.3767348487162825,winter
New York,2010-01-11,-3.3384576907429357,winter
New York,2010-01-12,4.827793823050261,winter
New York,2010-01-13,2.3931515483688504,winter
New York,2010-01-14,-5.671113713988699,winter
New York,2010-01-15,6.313343955964542,winter
New York,2010-01-16,12.085379637678999,winter
New York,2010-01-17,1.347403918371847,winter
New York,2010-01-18,3.0393039582490444,winter
New York,2010-01-19,2.2658535891161953,winter
New York,2010-01-20,-0.14172412966305006,winter
New York,2010-01-21,-5.7297537887571695,winter
New York,2010-01-22,3.348191207411284,winter
New York,2010-01-23,-6.836606904729718,winter
New York,2010-01-24,2.403558896481344,winter
New York,2010-01-25,-2.272004255684724,winter
New York,2010-01-26,-2.380990106908967,winter
New York,2010-01-27,1.725113571206659,winter
New York,2010-01-28,-1.8846570167361267,winter
New York,2010-01-29,9.673065247822475,winter
New York,2010-01-30,1.313051571019162,winter
New York,2010-01-31,-0.23359893342407162,winter
New York,2010-02-01,-0.5467462361161097,winter
New York,2010-02-02,-12.18565177267461,winter
New York,2010-02-03,3.132660788952058,winter
New York,2010-02-04,5.958643968880644,winter
New York,2010-02-05,9.00588501161921,winter
New York,2010-02-06,-0.20169240549322087,winter
New York,2010-02-07,-5.858117077373068,winter
New York,2010-02-08,-0.11960143515605377,winter
New York,2010-02-09,-1.4288493756228595,winter
New York,2010-02-10,-1.5091697527501557,winter
New York,2010-02-11,4.183419142652799,winter
New York,2010-02-12,6.741119143347369,winter
New York,2010-02-13,5.583521870056455,winter
New York,2010-02-14,0.3507655259394938,winter
New York,2010-02-15,1.2142703675081985,winter
New York,2010-02-16,4.88865496621933,winter
New York,2010-02-17,4.665220742926755,winter
New York,2010-02-18,-1.6875030315852346,winter
New York,2010-02-19,-0.06845326704764591,winter
New York,2010-02-20,12.076690298759338,winter
New York,2010-02-21,-5.750092674678649,winter
New York,2010-02-22,-1.370294926016051,winter
New York,2010-02-23,-4.357504993644927,winter
New York,2010-02-24,1.3451123436933996,winter
New York,2010-02-25,1.645855700246333,winter
New York,2010-02-26,-1.7507634811507682,winter
New York,2010-02-27,-4.397904193496162,winter
New York,2010-02-28,-2.7616632523838285,winter
New York,2010-03-01,14.040704305539773,spring
New York,2010-03-02,10.247978693185727,spring
New York,2010-03-03,11.009723307555937,spring
New York,2010-03-04,5.6172835124184335,spring
New York,2010-03-05,6.301302560829608,spring
New York,2010-03-06,12.063114989465436,spring
New York,2010-03-07,13.870857951603274,spring
New York,2010-03-08,8.545092998049377,spring
New York,2010-03-09,1.6669086663711397,spring
New York,2010-03-10,17.200376757226394,spring
New York,2010-03-11,13.758877291731013,spring
New York,2010-03-12,3.4194174473195504,spring
New York,2010-03-13,14.120621551193818,spring
New York,2010-03-14,11.771643773996287,spring
New York,2010-03-15,8.424659186803266,spring
New York,2010-03-16,10.429654338791357,spring
New York,2010-03-17,13.860537644356958,spring
New York,2010-03-18,5.837664521395474,spring
New York,2010-03-19,10.481994920995731,spring
New York,2010-03-20,8.615278303464132,spring
New York,2010-03-21,5.534673966811467,spring
New York,2010-03-22,0.6970613610040666,spring
New York,2010-03-23,15.243638829126095,spring
New York,2010-03-24,13.620918398144036,spring
New York,2010-03-25,12.52282414446202,spring
New York,2010-03-26,6.222181551893391,spring
New York,2010-03-27,17.43003177951859,spring
New York,2010-03-28,14.97008236515836,spring
New York,2010-03-29,11.07585152384161,spring
New York,2010-03-30,15.295136130103913,spring
New York,2010-03-31,4.7021410864921,spring
New York,2010-04-01,8.718691861231731,spring
New York,2010-04-02,12.358954063255611,spring
New York,2010-04-03,0.48587560915676953,spring
New York,2010-04-04,8.07652067938621,spring
New York,2010-04-05,11.71799973897078,spring
New York,2010-04-06,12.841357978714326,spring
New York,2010-04-07,0.1961267585271098,spring
New York,2010-04-08,0.5185118419994539,spring
New York,2010-04-09,3.4377663761997646,spring
New York,2010-04-10,8.549956454962812,spring
New York,2010-04-11,8.536952594555089,spring
New York,2010-04-12,8.296328212415387,spring
New York,2010-04-13,17.967473227803893,spring
New York,2010-04-14,11.877090550407393,spring
New York,2010-04-15,14.58042199707088,spring
New York,2010-04-16,13.028620751279927,spring
New York,2010-04-17,15.863778858461322,spring
New York,2010-04-18,4.588809912495701,spring
New York,2010-04-19,10.428860170286775,spring
New York,2010-04-20,10.433982449773502,spring
New York,2010-04-21,15.154440771474656,spring
New York,2010-04-22,6.132943506767959,spring
New York,2010-04-23,21.81603305346578,spring
New York,2010-04-24,22.992343990026278,spring
New York,2010-04-25,17.730679775575222,spring
New York,2010-04-26,16.545910989585987,spring
New York,2010-04-27,8.148377167330445,spring
New York,2010-04-28,0.3425288458729603,spring
New York,2010-04-29,9.901473323589514,spring
New York,2010-04-30,10.470171543003177,spring
New York,2010-05-01,11.370352541721497,spring
New York,2010-05-02,12.420813530602125,spring
New York,2010-05-03,10.389129514830223,spring
New York,2010-05-04,10.071537890751012,spring
New York,2010-05-05,10.869075379976774,spring
New York,2010-05-06,9.49937851521656,spring
